age,income_k,prior_purchases,site_visits_30d,email_engagement,is_loyalty_member,treatment,outcome,true_cate
45.96132203680761,59.10554039211752,2,4,0.22376312705719265,1,1,123.49010989469704,27.595931062686443
28.48020661887356,81.82686132818615,4,9,0.42711099959965754,0,1,171.78024207104465,33.721959439115466
51.75586554548394,28.14805400960494,1,10,0.4787671467046077,0,0,66.48154811137462,40.78277229504547
54.22734131308578,48.01991529915713,2,5,0.5443676125344077,0,1,104.89458970784807,30.67366305067056
18.0,79.29055230722555,2,7,0.3846979445269175,1,1,154.95459742280246,40.936050150731134
25.071666410789867,56.233916243797445,2,5,0.03321876254299642,0,1,96.57715798150385,13.112013338756773
43.66192524117471,105.66780049993156,0,5,0.5853719129527654,1,0,99.27030940082992,47.814728973344046
37.888846299533434,26.86527307430986,3,4,0.18574450416327634,0,0,48.83558236471666,13.275668568687065
41.78158495244425,25.520937773813642,4,9,0.11951165992271837,1,1,135.32507977217458,30.70374560824769
30.910428941543458,77.19687156809042,1,4,0.20314030470651448,0,1,81.06514751679235,19.297785527451627
53.432173673216774,80.60923706415834,2,9,0.29789628319567163,1,1,216.45799652879407,42.55073939441484
52.111295160576326,50.050750313404514,1,5,0.21582227424136835,0,0,54.90516570489855,20.955809610984073
42.85839906829581,65.37745537652886,3,7,0.12096738921532245,1,0,118.30218283863672,29.448956837597436
56.654135690584425,76.35115352508952,2,7,0.38128013521947723,0,0,112.89022471831306,30.56652001843853
48.07762144927659,37.854942680435606,3,9,0.21594243931163923,0,1,108.55903862405852,26.272183083124798
30.829197982517904,39.72251801206963,0,7,0.427486373140074,0,1,98.93746800734411,34.25092378038537
46.79376019307249,59.46433854238334,0,6,0.28413853862355154,1,0,112.9610415069545,37.723422393519634
29.534526189223016,82.00990494258018,3,9,0.6096248033316769,0,1,178.26909425731952,41.81726431431189
53.41985391699454,32.308145565923475,5,7,0.19403397202353156,0,0,93.51012827913443,17.28351484346054
41.35096315717871,49.94505821817985,3,4,0.2522108435179046,0,0,80.27241134270407,16.525181851853855
39.59678927391161,48.91546067501119,1,9,0.4114689021332008,0,1,141.03737829689265,36.958030001662465
33.147915922748766,65.89625407110383,5,5,0.5449281278184225,1,0,134.7718975007031,36.308334636488944
57.893037402762396,54.38485604038777,3,7,0.21088889791143248,0,1,132.55100638033989,21.925062676294655
39.99111673310557,42.70655354607539,4,9,0.46449276267962775,1,1,195.85564369598245,43.46550883562999
36.431738311879606,95.76091356348289,3,7,0.33896999237292236,0,1,165.79573898734,28.294386275591595
37.42226384365301,42.8340836772539,2,4,0.16571142229941954,0,1,84.61164180582466,14.91326312756984
48.92001941219353,47.873237712491125,1,11,0.12392274645788061,1,0,127.78123155195908,41.45222563452546
46.75077283673302,26.67764806927511,1,3,0.10611069554112866,1,1,109.97453275694872,21.580980266710508
47.36552395074785,39.601553821976516,1,2,0.4198798241996438,1,0,77.06677004976197,30.779855999866598
47.600673039102475,68.87093421383432,1,3,0.04965475633488898,0,0,53.9263668279227,11.292753840274486
69.84141881131599,63.07161837704133,1,4,0.14675797918053468,1,0,96.15556000215702,25.572080501495087
36.716604786999994,71.50609176131124,0,5,0.2750082394753135,0,1,122.60147027294263,25.58553205208842
35.340844522070014,69.9612857734348,2,7,0.33030421719841163,0,1,99.98293190237008,28.659099032881798
31.42095453277759,139.69637484180203,5,0,0.7023982129757577,0,1,210.7477687070533,23.2717924478236
50.00773249348144,38.996173566975486,3,2,0.2975377982495332,0,1,69.31820163675454,13.07366988141268
56.67663980537159,26.344494491539027,4,3,0.13862981141145092,0,1,74.54723965037984,7.471691994632613
40.51868305048662,34.03029481184467,0,5,0.08407576897175477,0,0,50.43395214124406,17.403863706485204
31.077965799487135,39.77969769104803,4,10,0.580299668255332,0,0,103.10660748115978,39.70167629657854
31.281744196013886,35.21784373751028,1,4,0.16114171181751444,0,1,87.54321070013285,16.148673663113417
50.45770624172111,56.94850175330962,4,4,0.28271353441965,0,0,87.21913064521212,16.172913774820135
51.662304225644746,95.93728603266894,4,8,0.5857722193242945,0,0,143.6124057704272,37.53951911765706
49.061005487967535,109.16348084001524,0,8,0.4457634428806516,0,1,138.95540757554292,39.96825973442341
33.34837380524697,68.50719839675045,5,4,0.33074413906236094,1,1,158.8847534387708,26.616332803052654
45.018097199867356,143.104122826471,3,5,0.16785327993216254,0,1,138.90730277584677,19.59902971068453
43.516915518829464,46.50836200753066,1,4,0.4064507909971262,1,1,132.33557091907716,35.18611216520064
44.84295175747717,26.18970595550222,6,11,0.16459324354151894,0,1,131.44191914587833,23.508351762173245
53.32857411332647,87.7007218767149,3,6,0.15618610455902962,0,1,105.90711413849404,19.27454253463463
44.90674213407087,23.8702406910688,1,3,0.2778896587115471,0,0,53.16402443991336,17.480947682546898
50.825876319934636,38.87100654860977,5,3,0.29681241366003985,0,1,120.85970725944185,11.943274740045785
42.87852790335559,68.99613610770693,1,4,0.35542595133128796,0,1,107.14867948390327,24.299753740903355
45.758552182969794,52.13978755457902,2,5,0.3038893262789149,0,0,76.62706458548386,22.421717921945184
50.20674693590102,50.10251751896226,5,6,0.5829114801939755,1,1,174.73868679561753,39.30600250754764
23.056974341876337,32.09321012675724,2,6,0.5186104852897189,0,1,118.01021298634433,31.435095390210453
37.84427418735508,54.33338835218263,1,4,0.40376608291334776,0,0,73.3690543060326,25.40514843605448
35.88515549419366,85.76818383344711,5,4,0.28548630975902495,1,0,131.12802723355577,25.722748194903755
33.69458797283656,55.09095587249079,4,6,0.061567282772540054,0,0,108.681664896348,12.95849313193853
38.42315073405311,37.57723271731408,3,3,0.23152933879463622,0,1,80.01294234548074,13.006616166504832
61.434237046047144,31.143566553999623,2,6,0.10710210996809208,1,0,79.36373868142566,26.479577547359437
30.74419549598784,37.9277273771773,4,4,0.08506888470881661,0,1,92.20914506687399,8.49452005989567
54.58761860968925,65.1407418666421,6,7,0.2534674396974059,0,0,119.05816422307123,18.97699006407489
20.12269296899454,63.727808282412255,3,7,0.25304828739600077,0,1,124.70419663180861,24.005802390156514
37.646494610184924,38.08314534021112,5,4,0.17247703240063092,0,0,86.05123234631242,9.860021947630527
44.115789846365075,20.189411021536333,1,9,0.3077643878488792,0,0,76.19706971250459,32.179330015572226
49.620890307670614,65.95718000387615,3,5,0.543913690524838,0,1,123.29646500005892,29.675266368524372
51.245945537307115,36.453288375959104,2,5,0.22024080584940156,0,1,94.70511481940164,18.866559739767418
52.31351405759903,74.44630412771862,0,9,0.5017405051555347,0,0,91.00446099089963,42.838769845552456
37.46657406077031,38.85165443251718,3,7,0.17393528708110387,1,0,107.73096113460278,30.241801225139316
35.98942669536063,35.003385866333204,4,4,0.3914491297218979,1,1,154.4613750711804,29.10085497491975
53.153686456343,58.49418562466416,4,3,0.30001108056283654,0,1,89.56822503883997,14.540155244685845
39.51304377653901,157.7426099153896,4,3,0.4810210943212545,1,1,203.28052788151885,34.84544269785949
25.416077796607016,76.48261774559109,1,8,0.33909626064124154,1,1,164.72440352391703,43.227673832267094
27.267266217954752,58.049650336804525,2,8,0.07842986390130494,1,0,97.75781599468459,31.667031250017853
30.04712028197905,64.16662343834905,4,3,0.28509044834523983,0,1,114.56482414909857,14.244830629617354
48.463089672698935,24.828640912803852,4,3,0.24165274674655954,1,1,129.68414802567378,21.15099177264174
43.85153456891735,32.9485361369312,1,3,0.17688007267355305,0,0,69.37003175664503,14.308743989051605
50.97630960288099,20.0,2,9,0.1911430435827586,0,0,43.76220308620849,26.39000652539655
36.44571559762505,118.91907890033328,3,6,0.0508369465283187,1,1,111.23835095563977,26.83605628450448
44.06101598399729,108.56224695400061,1,7,0.2566769429231529,0,1,116.30725256031239,29.326182880470373
50.132675121575375,65.15495375298701,1,7,0.10123067497544089,0,1,130.00003411391017,22.14927177425991
37.9784949836369,58.020813312343044,5,7,0.2999372824186681,1,0,146.8520508406325,32.018637417147104
