prior_90d_spend,tank_size_gallons,customer_tenure_months,freshwater_customer,saltwater_customer,first_14d_spend,water_test_count_30d,repeat_visit_30d,livestock_purchase_30d,maintenance_subscription_30d,long_term_value_180d
81.01475495132605,20,0.6895292775825672,1,0,42.36790972038915,0,0,0,0,73.24384759241022
108.19062944716998,40,10.7008686050254,1,0,82.84874301112448,0,0,1,1,419.91532942255463
71.63919944164863,29,39.905127154345834,0,1,69.24463469988308,2,1,1,1,556.1469060864509
64.53320579647074,10,15.71143822526701,1,0,5.821359204515922,2,1,1,0,232.19632258397536
117.0529143957023,55,27.013171213011177,1,0,50.451403833915755,0,1,1,1,396.0735659890655
68.54200253896612,10,0.9883476030718846,1,0,18.782560735990565,2,1,0,0,251.10245686804092
90.33608447073374,29,7.4635792183246945,0,1,80.98926597912322,2,1,1,0,392.69384607729233
84.60063925520028,29,11.66082151052686,1,0,18.839771809381567,0,0,1,1,389.4539714816946
116.9860785996806,29,30.592271473246743,1,0,54.5139706907143,1,1,1,1,476.20428448124807
56.88608458561943,10,8.143860786960293,1,0,22.018774353676417,0,0,0,0,124.08181637484302
142.9649002043894,55,21.350773942025597,1,0,47.43792150960415,2,1,1,1,543.8670296033396
46.9169436684652,75,20.582520935490805,1,0,49.743965692821156,3,1,0,1,501.3479856044521
94.23677484160608,40,2.8648303666080874,1,0,42.811625401894105,1,0,1,1,433.6620815193599
87.12394050084569,120,37.34663682959624,1,0,84.61076823724682,0,1,1,1,524.036643323194
43.77206650192301,20,29.61930114371057,1,0,18.22923070337798,2,1,0,0,193.5887635171481
99.4373610482698,20,31.15962037310788,1,0,17.419971450628832,1,1,1,1,506.15765040675603
60.03454458927454,10,1.5951001430712253,1,0,25.84719060741883,2,1,1,0,268.04373652638776
33.306265257745096,55,12.272369738273587,1,0,41.56084510928783,1,1,1,0,308.2926339365458
107.70962814648294,20,5.529934148993344,1,0,59.033215985557234,0,1,1,0,311.90614387252924
23.806716186473825,75,7.830164199641038,1,0,35.090999431914526,1,0,1,0,254.60957224915092
38.396796968098755,40,36.79918241326198,1,0,51.729969630624076,0,1,1,1,423.87595170302234
71.07349992482982,55,23.468965274282407,1,0,16.370246409074195,2,0,1,1,444.8596123648329
116.49166978593496,29,4.864411460208802,1,0,71.96195517877258,0,1,0,0,235.6881801188926
103.47271646670812,55,5.191816946032405,0,1,84.822654201189,1,1,1,1,484.8417680949742
80.15691070549704,29,31.8688697085291,0,1,49.20385452844941,2,1,1,1,528.2700744386325
17.489771636078657,29,52.791556683916845,1,0,47.72717934981529,0,1,1,1,430.7242672378712
45.3230488192339,55,12.704561325054824,0,1,64.03087745126982,1,1,0,0,261.22477560117864
53.03971966606061,20,1.924797311949092,1,0,59.49066498052912,1,1,1,1,462.29830166390957
32.06029630334547,75,45.07653074005639,1,0,24.243641216311694,0,1,1,1,423.8075318179696
13.378685258501623,55,2.7887671054315573,1,0,15.860413822931886,1,0,0,0,158.60943303310603
73.42916254371079,55,15.206324455724674,1,0,58.58547808608363,0,1,0,0,236.55404588271867
105.58640138441929,20,19.11017090769502,1,0,46.53304614907322,1,0,1,1,471.6554980892601
50.03615018457813,10,5.859567163945184,1,0,0.0,0,0,0,0,11.215757116344179
115.54830157932963,10,35.475943496597296,0,1,103.98466640028317,1,1,1,1,533.2026600297991
21.3474941510743,40,1.9800715974048149,1,0,67.29067932171344,0,0,0,1,330.82636305215954
30.491367821196125,10,8.755010159172778,1,0,26.93948521094288,0,1,0,1,336.3608203018283
72.38340491709775,120,22.208254173236888,1,0,49.307709543929164,1,1,1,1,554.200607193883
46.95818551134212,120,6.483270597218067,1,0,43.19540870604523,1,0,0,1,338.21692908802873
100.04670648961117,10,13.88810731340689,1,0,49.321400557506486,3,0,1,0,245.57318249047867
89.70051419234109,55,1.0015594891116464,1,0,82.32532516846335,1,1,0,0,262.4192091188521
49.464782010788966,20,6.083859803667543,1,0,88.65596588743469,0,0,1,0,133.60569386280517
23.21054667655325,20,9.378529814904537,1,0,17.00386554796336,1,1,1,0,278.145882116923
45.35941961217631,20,27.616184894832838,1,0,21.561334775986737,0,1,0,0,120.20177914459669
91.12399589300536,55,12.262901063169997,1,0,47.453564139461626,1,0,1,0,211.5177384094082
102.59622713129474,75,16.19489206427003,1,0,68.66389001001072,1,1,1,1,525.062773428624
47.11007467873526,10,15.902499233168077,1,0,8.246104684033156,2,1,1,1,480.7229925784989
13.304649824082583,20,0.1686566536463485,1,0,0.0,2,0,0,0,124.79295953175784
20.29864982958772,29,12.991232291378287,1,0,20.273845779590637,0,1,0,1,293.43083536427287
86.3753584390961,29,20.647195312032764,1,0,49.395451351696174,0,0,0,1,324.7304128446222
48.86704250327435,10,21.65220557788534,1,0,65.21911571295368,0,0,0,0,147.40891426444858
49.73498690464676,55,15.371599897283843,1,0,16.584496260628196,0,1,0,1,398.9476644748561
30.085621060882495,75,10.142502647582663,0,1,83.66927625872978,0,1,1,1,569.5080731830333
29.620258874550828,29,3.106519181516217,1,0,25.57284170634832,0,1,0,1,301.24072343817926
114.31712754386031,75,15.422409349924829,0,1,75.35482131879293,0,1,1,1,541.6835430979382
88.38664915490834,40,14.226725085747585,1,0,12.039743707150045,0,0,0,0,105.43103916473044
40.84111095069873,40,5.435839670420525,1,0,42.44081768301215,2,1,0,1,311.17563798893264
68.84355555113753,55,44.34365217452616,1,0,51.347678115511,0,1,0,1,235.8296307765897
77.10326536416079,29,44.34016810863066,0,1,108.05766067036163,1,1,0,0,328.5675687689683
175.7613072267677,29,11.614014196462549,0,1,78.14078082743501,0,1,1,1,573.6258332344812
27.594725458998372,20,7.408527119151453,1,0,58.95273069215538,0,0,0,0,243.4142341545981
76.42812947233517,55,13.607164193801724,1,0,40.565657704545124,1,1,0,1,382.7192216156648
113.95665485583207,10,43.649806538271335,1,0,36.9105795246363,1,1,1,1,439.2763700921012
163.26133231745214,20,2.6680014412153077,1,0,23.07844563893338,0,0,0,1,342.2298977931381
39.267514977610894,29,7.28991160586071,1,0,55.62466882982115,0,0,1,0,154.02839954448336
48.409548538023095,29,6.582358416891331,1,0,35.73725536241565,0,0,1,0,266.23509318977
100.65532010115038,20,15.87690779108259,1,0,43.66394273728691,1,1,1,1,418.5866494955028
17.22003748569233,20,2.9702070829443423,1,0,15.692744357660642,0,1,1,0,227.31436291776717
81.50124957963912,75,45.98818315618784,0,1,77.37082605978777,2,1,1,1,587.6910221636133
214.8826218858808,40,9.473041345884404,1,0,63.42411657851297,0,1,1,1,446.52404349205426
87.22112228020735,29,4.063194528992083,1,0,52.69096253376477,1,1,1,0,286.91217246816666
7.217848933853623,75,3.3528856185955833,0,1,31.87567354898119,1,0,0,1,291.8531962274577
33.659667202654816,55,3.1924482322389927,1,0,33.20510943460977,1,0,1,0,192.30050714545942
40.21688936570847,10,33.18114719910431,1,0,36.198785200647606,1,0,0,0,166.67906526495824
130.71380748637543,40,18.077299242654767,1,0,88.1530931166408,1,1,0,0,205.36397846010462
58.03736180986736,20,27.82495621936755,1,0,37.30648118133125,0,0,0,1,177.36197152812093
13.515156241730855,29,0.4602229862687797,1,0,52.16015441831777,1,0,0,0,132.2452133636091
62.795098927966485,55,19.867828070875273,1,0,43.450577731393615,0,0,1,0,151.87496703718483
71.76304215864882,10,37.96477599534567,0,1,30.886079820459194,1,1,1,1,498.1549237220973
44.24782140560351,29,12.65932280787617,1,0,77.4195081569032,2,1,1,0,343.773276013803
29.196311576073313,20,17.27763738574871,1,0,22.64879379320348,1,0,0,0,143.7555809804041
229.1183146823829,29,12.553913648784103,1,0,100.5200731312566,0,1,1,1,466.4876322321948
114.1908742607103,10,2.1827479264542866,0,1,48.832949756847796,1,1,1,0,343.11172434754906
120.77202928967132,55,7.723817939973111,0,1,88.25708270893695,1,1,1,1,691.032926689255
58.12564980048832,29,12.083943026604377,1,0,42.812231847461334,0,0,1,0,223.48253714511029
38.757658081658796,20,2.9539168216946003,1,0,27.672864715730455,0,0,0,0,114.28067315154988
45.90218444026518,55,17.617507242160514,0,1,101.97342071070986,2,1,1,0,468.0232119866822
21.29646476229057,10,30.18428469087308,1,0,29.769649180978917,1,1,0,1,309.5251069015647
173.67111272940483,40,5.5490426347810375,1,0,60.191552227208085,3,1,0,1,467.3105179707725
59.822779543086696,29,24.677554192835654,1,0,70.30278316989308,1,0,1,0,195.7843053771188
149.79780519400362,10,5.682129679240926,1,0,13.898798706691636,0,1,1,0,254.182935514996
47.58737238914751,20,2.0488952299145726,1,0,0.0,2,0,0,1,391.3726299346534
88.05557250911879,10,41.30287862146896,1,0,57.05546024126759,1,0,0,1,351.1641290508102
74.49298358696166,55,7.083439459766738,1,0,51.75663620404224,1,1,1,0,243.84851407335518
19.31769134850506,40,16.07139488665801,1,0,16.201602690706792,0,1,0,0,112.94072808175866
187.27823524335614,10,1.8751769945885306,1,0,72.12140101468111,0,1,0,1,443.9174356904071
48.66932207709442,10,1.208606919223096,0,1,68.91437085326282,3,1,0,1,486.94757569475877
25.406222498156737,75,3.9408259697024124,1,0,16.358317155427315,3,0,1,1,411.2642738013847
101.17773876852812,20,19.625553124906716,1,0,41.97986443975055,0,0,0,1,254.92021572678357
65.08871618838573,20,18.407868667619223,1,0,35.36998086239929,0,1,1,0,195.31185683880727
82.84183795037218,40,15.571527435670246,1,0,51.476565046241554,2,1,1,1,435.836984037562
69.7614599170106,10,7.4674628760448805,0,1,65.11112148357515,0,1,1,0,379.49793084505296
8.15732222178353,120,10.12352802042287,0,1,22.4247597171058,2,1,1,1,531.1735006880082
32.73738741510665,10,6.23687666703228,1,0,35.107544066544214,2,0,1,0,263.9215874114118
31.695131838908885,75,27.93019595530724,1,0,0.0,0,1,0,1,320.0436740376203
119.64686081347986,20,6.997630356520428,0,1,65.89385114058447,1,1,1,0,370.8959800059278
66.80907781701669,10,1.7518316306764314,1,0,8.954819853456407,1,0,0,1,252.36533823776134
91.58846054181097,29,14.368801826831916,1,0,48.25791846137914,2,0,1,0,245.11444510631043
50.88356516008059,120,2.649594891037397,1,0,73.47331169818034,2,1,1,0,336.54367401793974
94.59166889355254,29,1.315851454886619,1,0,45.97187206861629,1,1,1,1,432.97777911131703
58.220017492698055,10,1.2566229914828537,0,1,33.567388889219764,0,0,0,0,54.42993867387895
55.202610643375884,120,10.167531437458534,0,1,49.00272414830492,0,1,1,1,461.72256482174
74.14588146125362,10,15.01240662491975,1,0,33.264460387184364,3,0,0,1,343.40870133399153
69.7567079364868,10,1.2054651326434436,1,0,23.98055864021209,0,1,1,1,374.57150718593044
274.7941421036985,10,9.772884250056467,0,1,111.64941032115725,3,1,1,0,509.77882446263567
32.43624484452968,55,2.1198247427936,1,0,26.359119646099096,1,1,0,1,411.9359762539541
17.36520911885655,10,11.372375000642817,1,0,50.16193752455604,0,1,0,0,195.93545588676744
81.6171842518411,20,37.67345697040902,0,1,57.84752989670103,2,1,1,1,540.8887787833658
36.3030607505746,120,11.626266824169422,0,1,93.26633631269081,2,1,0,1,474.1238188331644
7.051325078808704,40,24.6685675047579,1,0,14.053061990602242,0,1,0,1,249.77376449530945
26.560314180341983,20,13.423343081680175,1,0,40.67701116240163,0,1,0,0,131.82639842045543
238.35390590246442,40,34.899234369659226,0,1,116.89836548014553,0,1,1,1,576.3102474366476
31.73327983018763,20,19.839610342314685,1,0,10.875582138471431,0,0,1,0,49.93292223728214
12.173179560446723,29,15.14963423438114,1,0,0.0,0,0,1,0,196.68160133874386
229.20413144099314,20,10.37383589248625,0,1,123.09478592268256,3,1,1,1,691.9879136911493
25.66851059629885,40,8.825501971855612,1,0,20.635123249543526,2,0,1,1,406.5201012745986
325.9724775958087,55,39.79774535510204,1,0,97.9386048312096,2,1,1,1,627.0074798406048
49.25870338112011,20,15.908837736197343,1,0,23.800141329425294,0,0,0,1,263.1321784119487
187.7642085416232,10,43.00174681491849,1,0,42.791037821926324,0,1,0,1,373.74504848680556
54.29224695890572,20,4.895370058623952,1,0,45.576220040813865,0,0,0,0,157.5897874484005
88.40668042306713,55,50.798233811332864,1,0,50.18851180497315,0,1,1,1,488.6584468397066
59.14069877852238,55,3.9444660150530417,1,0,43.92817628499515,1,1,1,1,453.0574718408584
54.59307132584648,55,26.606369026864503,1,0,66.6391728067948,2,1,0,1,373.5868404233592
77.07622977335873,120,3.6945830352751248,1,0,67.83443492139939,2,0,0,1,362.8295751164956
90.5754264711436,55,1.5919108519046457,1,0,85.61211713308944,1,1,1,1,500.22774207573895
73.05123362622531,120,7.548815227656735,1,0,64.15762447311619,4,1,1,1,610.8552774244565
67.9082809650732,40,8.160258037043223,1,0,7.726656807528606,2,1,1,1,390.3009942247848
36.54683970605426,20,23.13227681169106,0,1,25.597450092733162,1,1,1,0,273.4537211619994
60.79072306523316,40,6.167197641626258,1,0,23.00498562144047,0,1,0,0,208.49484627030645
173.1452645491848,20,11.313857257207651,1,0,65.09894740110202,1,1,1,1,547.4745215889618
