targeted_pct,cum_true_uplift,share_of_oracle_positive_uplift
0.0002777777777777778,29.218599511772485,0.001284739557687348
0.0005555555555555556,38.52000003778929,0.0016937214184658894
0.0008333333333333334,85.80284284263458,0.0037727443547576193
0.0011111111111111111,120.22186966009174,0.005286146298326899
0.001388888888888889,153.39010315068418,0.006744550956182091
0.0016666666666666668,192.78985943425386,0.008476955188641895
0.0019444444444444444,224.02929089797544,0.009850550570752363
0.0022222222222222222,245.01649890938896,0.0107733564816521
0.0025,249.0390711131514,0.010950228669921937
0.002777777777777778,295.72065822050456,0.013002814439759407
0.0030555555555555557,333.13573486082856,0.014647952462009952
0.0033333333333333335,349.42431710876633,0.015364160161976474
0.003611111111111111,367.75554210216717,0.016170182705267783
0.0038888888888888888,383.7522883558548,0.016873558399168473
0.004166666666666667,420.8405900440077,0.018504328152079263
0.0044444444444444444,436.4992960752547,0.01919284024357889
0.004722222222222222,467.76016731585906,0.020567378331018484
0.005,500.53552921455594,0.022008508455404113
0.005277777777777778,527.614516178965,0.02319916941508698
0.005555555555555556,548.8254932967219,0.024131814436262753
0.005833333333333334,558.9045429420681,0.024574989468592885
0.006111111111111111,570.0830647377744,0.02506650820622532
0.006388888888888889,607.8137209049604,0.02672552223583181
0.006666666666666667,637.3393497039322,0.02802376184749931
0.006944444444444444,672.6740706843733,0.029577426792498723
0.007222222222222222,689.7064952169351,0.03032634118011302
0.0075,722.4578231191941,0.031766414531536606
0.0077777777777777776,745.567496849586,0.03278254509572467
0.008055555555555555,765.1133707822727,0.033641975658807444
0.008333333333333333,781.5556255692056,0.034364940328412356
0.008611111111111111,810.8537408580798,0.035653176188660735
0.008888888888888889,845.0968373633121,0.037158842490026475
0.009166666666666667,877.4239868654552,0.03858026475004761
0.009444444444444445,904.7277979429338,0.039780811208570556
0.009722222222222222,917.0138775030831,0.04032102917533033
0.01,946.2099620578191,0.04160477875210046
0.010277777777777778,967.6003794049839,0.04254531374626649
0.010555555555555556,1005.9838654396526,0.04423303265458754
0.010833333333333334,1032.1729013930383,0.04538456253723829
0.011111111111111112,1055.7576596094245,0.04642158252948244
0.01138888888888889,1086.5093792622142,0.04777373326103726
0.011666666666666667,1099.7586756152905,0.048356303795585344
0.011944444444444445,1128.9887261063438,0.04964154685194485
0.012222222222222223,1153.729730074825,0.050729406880362725
0.0125,1169.4704991443184,0.051421527277298644
0.012777777777777779,1193.7749340399255,0.052490191397392506
0.013055555555555556,1215.600575584623,0.053449863165817936
0.013333333333333334,1249.2752241445796,0.05493053485505357
0.01361111111111111,1257.0726417383325,0.05527338670277699
0.013888888888888888,1277.6748150564504,0.056179262668031665
0.014166666666666666,1303.6923542597992,0.05732325185186493
0.014444444444444444,1335.774671587055,0.058733908860117395
0.014722222222222222,1370.9400079539673,0.060280125976777996
0.015,1388.3990074505045,0.06104779683252203
